Sainte-Catherine-de-Hatley;45;-73;972
Saint-Basile;46;-72;973
Saint-Raphael;46;-71;974
Holyrood;47;-54;975
Gracefield;46;-76;976
Saint-Martin;45;-71;977
Causapscal;48;-68;978
Brigham;45;-73;979
Perry;45;-80;980
Port-Daniel--Gascons;48;-65;981
Rosetown;51;-108;982
Minnedosa;50;-100;983
Labelle;46;-75;984
Huntingdon;45;-75;985
Hebertville;48;-72;986
Black River-Matheson;48;-81;987
Saint-Michel-des-Saints;46;-74;988
Dufferin;49;-99;989
Saint-Victor;46;-71;990
Sicamous;50;-119;991
Cap Pele;46;-65;992
Kelsey;53;-102;993
Killaloe, Hagarty and Richards;45;-78;994
Alvinston;42;-82;995
Dundurn No. 314;51;-107;996
Saint-Ephrem-de-Beauce;46;-71;997
Assiniboia;49;-106;998
Temiscaming;46;-80;999
Magrath;49;-113;1000
Sainte-Genevieve-de-Berthier;46;-74;1001
Buctouche;46;-65;1002
Grand Manan;44;-67;1003
Sainte-Madeleine;45;-74;1004
Boissevain;49;-101;1005
Scott;46;-72;1006
Sainte-Croix;46;-72;1007
Algonquin Highlands;45;-79;1008
Valcourt;45;-73;1009
Saint George;45;-67;1010
Paquetville;47;-66;1011
Saint-Dominique;45;-73;1012
Clearwater;51;-121;1013
Addington Highlands;45;-78;1014
Lillooet;50;-122;1015
Burin;47;-56;1016
Grand Bank;47;-56;1017
Lery;45;-74;1018
Minto;46;-67;1019
Rosthern No. 403;52;-107;1020
Chase;50;-120;1021
Mansfield-et-Pontefract;45;-77;1022
Saint-Denis;45;-74;1023
Outlook;51;-108;1024
Mitchell;49;-97;1025
Saint-Gedeon-de-Beauce;45;-71;1026
Saint-Leonard-d'Aston;46;-73;1027
Lunenburg;44;-65;1028
Northesk;47;-67;1029
Albanel;48;-73;1030
St. Anthony;51;-56;1031
Pessamit;49;-69;1032
Maskinonge;46;-74;1033
Saint-Charles-de-Bellechasse;46;-71;1034
Fogo Island;49;-55;1035
East Broughton;46;-72;1036
Lantz;44;-64;1037
Calmar;53;-114;1038
Highlands;48;-124;1039
Saint-Polycarpe;45;-75;1040
Logy Bay-Middle Cove-Outer Cove;47;-53;1041
Deschambault;46;-73;1042
Canora;51;-103;1043
Upper Miramichi;46;-67;1044
Anmore;49;-123;1045
Hardwicke;47;-66;1046
Saint-Come;46;-74;1047
Waskaganish;51;-79;1048
Twillingate;49;-55;1049
Saint-Quentin;47;-68;1050
Lebel-sur-Quevillon;49;-77;1051
Pilot Butte;50;-105;1052
Nanton;50;-114;1053
Pierreville;46;-73;1054
New-Wes-Valley;49;-54;1055
Pennfield Ridge;45;-67;1056
West Interlake;50;-99;1057
Biggar;52;-108;1058
Britannia No. 502;53;-110;1059
Kent;46;-68;1060
Wabana;47;-53;1061
Saint-Gilles;46;-72;1062
Wendake;46;-72;1063
Saint-Bernard;46;-72;1064
Sainte-Cecile-de-Milton;45;-73;1065
Saint-Roch-de-Richelieu;45;-74;1066
Saint-Nazaire;48;-72;1067
Saint-Elzear;46;-72;1068
Hinchinbrooke;45;-75;1069
Saint-Francois-Xavier-de-Brompton;45;-73;1070
Papineauville;45;-76;1071
Prairie View;50;-101;1072
Cowichan Bay;48;-124;1073
Saint-Ignace-de-Loyola;46;-74;1074
Central Manitoulin;45;-83;1075
Maple Creek;49;-110;1076
Glovertown;48;-55;1077
Tofield;53;-113;1078
Madoc;44;-78;1079
Upton;45;-73;1080
Sainte-Anne-de-Sabrevois;45;-74;1081
Logan Lake;50;-121;1082
Sainte-Anne-de-la-Perade;46;-73;1083
Saint-Damien-de-Buckland;46;-71;1084
Baker Lake;64;-97;1085
Saltair;48;-124;1086
Pouch Cove;47;-53;1087
Saint-Ferdinand;46;-72;1088
Port McNeill;50;-128;1089
Digby;44;-66;1090
Manouane;47;-75;1091
Saint-Gervais;46;-71;1092
Neebing;48;-90;1093
Redwater;53;-114;1094
Saint-Alexandre-de-Kamouraska;47;-70;1095
Saint-Marc-sur-Richelieu;45;-74;1096
Mandeville;46;-74;1097
Caplan;48;-66;1098
Point Edward;42;-83;1099
Allardville;47;-66;1100
Waterville;45;-72;1101
Saint-Damien;46;-74;1102
Lac-Nominingue;46;-76;1103
Obedjiwan;48;-75;1104
Rama;51;-104;1105
McCreary;50;-100;1106
Deloraine-Winchester;49;-101;1107
Oakland-Wawanesa;49;-100;1108
Brenda-Waskada;49;-101;1109
Russell-Binscarth;50;-102;1110
Ellice-Archie;50;-102;1111
Souris-Glenwood;49;-101;1112
Riverdale;49;-101;1113
Pembina;49;-99;1114
Wallace-Woodworth;49;-101;1115
Lorne;49;-99;1116
Ethelbert;51;-101;1117
Yellowhead;50;-101;1118
Swan Valley West;51;-102;1119
Grey;49;-99;1120
Gilbert Plains;51;-101;1121
Norfolk-Treherne;49;-99;1122
Hamiota;50;-101;1123
Emerson-Franklin;49;-98;1124
Sifton;49;-101;1125
Rossburn;50;-101;1126
Grand View;51;-101;1127
Grassland;49;-101;1128
Louise;49;-99;1129
Ste. Rose;51;-100;1130
Cartwright-Roblin;49;-100;1131
Mossey River;51;-100;1132
Lakeshore;51;-100;1133
Riding Mountain West;50;-102;1134
Clanwilliam-Erickson;50;-100;1135
Glenboro-South Cypress;49;-100;1136
North Norfolk;49;-99;1137
Reinland;49;-98;1138
Minitonas-Bowsman;52;-101;1139
Kippens;48;-59;1140
Blucher;52;-107;1141
Hatley;45;-72;1142
Saint-Gedeon;48;-72;1143
Kingsey Falls;45;-73;1144
Provost;52;-111;1145
Saint-Charles;46;-66;1146
Mattawa;46;-79;1147
Tumbler Ridge;55;-121;1148
Terrasse-Vaudreuil;45;-74;1149
L'Ascension-de-Notre-Seigneur;48;-72;1150
Bow Island;49;-112;1151
Barraute;48;-78;1152
One Hundred Mile House;51;-122;1153
Kedgwick;47;-68;1154
Gambo;48;-55;1155
Saint-Liguori;46;-74;1156
Bonfield;46;-80;1157
Pointe-Lebel;49;-69;1158
Saint Mary;46;-65;1159
Saint-Patrice-de-Sherrington;45;-74;1160
Fox Creek;54;-117;1161
Dawn-Euphemia;42;-83;1162
Chapleau;47;-84;1163
Saint-Esprit;45;-74;1164
Westfield Beach;45;-67;1165
Montague;46;-63;1166
Mashteuiatsh;48;-73;1167
Saint-Francois-du-Lac;46;-73;1168
Eel River Crossing;48;-67;1169
Saint-Fulgence;48;-71;1170
Millet;53;-114;1171
Vallee-Jonction;46;-71;1172
Saint-Georges-de-Cacouna;47;-70;1173
Lumsden No. 189;50;-105;1174
Manitouwadge;49;-86;1175
Wellington;43;-78;1176
Swift Current No. 137;50;-108;1177
Tofino;49;-126;1178
Fort Qu'Appelle;50;-104;1179
Vulcan;50;-114;1180
Indian Head;50;-104;1181
Petit Rocher;47;-66;1182
Wabush;52;-67;1183
Saint-Fabien;48;-69;1184
Watrous;51;-106;1185
North Frontenac;44;-77;1186
Lac-Superieur;46;-75;1187
Les Escoumins;48;-70;1188
Richibucto;46;-65;1189
Riviere-Beaudette;45;-75;1190
Saint-Barthelemy;46;-74;1191
Nisga'a;55;-130;1192
Austin;45;-73;1193
Saint-Mathieu;45;-74;1194
Saint-Paul-de-l'Ile-aux-Noix;45;-74;1195
Orkney No. 244;51;-103;1196
Behchoko;62;-116;1197
Saint-Joseph-de-Coleraine;45;-72;1198
Saint-Cyprien-de-Napierville;45;-74;1199
Sayabec;48;-68;1200
Valleyview;55;-118;1201
Deleage;46;-76;1202
Potton;45;-73;1203
Sainte-Beatrix;46;-74;1204
Sainte-Justine;46;-71;1205
Eastman;45;-73;1206
Saint-Valerien-de-Milton;45;-73;1207
Saint-Cuthbert;46;-74;1208
Saint-Blaise-sur-Richelieu;45;-74;1209
Middleton;44;-66;1210
Maugerville;46;-67;1211
Dalmeny;52;-107;1212
Kamsack;51;-102;1213
Lumsden;50;-105;1214
Trinity Bay North;48;-54;1215
Saint-Michel-de-Bellechasse;46;-71;1216
Sainte-Angele-de-Monnoir;45;-74;1217
Picture Butte;49;-113;1218
Sacre-Coeur-Saguenay;48;-70;1219
Saint-Louis;46;-66;1220
Victoria;47;-54;1221
Saint-Robert;45;-73;1222
Armstrong;50;-98;1223
Saint-Pierre-de-l'Ile-d'Orleans;46;-72;1224
La Guadeloupe;45;-71;1225
Saint Andrews;45;-68;1226
Burns Lake;54;-126;1227
Povungnituk;60;-78;1228
Manners Sutton;45;-68;1229
Gore;45;-75;1230
Deseronto;44;-78;1231
Lamont;53;-113;1232
Chambord;48;-73;1233
Dudswell;45;-72;1234
Wynyard;51;-105;1235
Cambridge Bay;69;-106;1236
Saint-Narcisse;46;-73;1237
Frontenac Islands;44;-77;1238
Waswanipi;49;-76;1239
Inukjuak;58;-79;1240
Piney;49;-96;1241
Komoka;42;-82;1242
Saint-Zacharie;46;-71;1243
Hemmingford;45;-74;1244
Shelburne;43;-66;1245
Saint-Clet;45;-75;1246
Carberry;49;-100;1247
Brighton;46;-68;1248
Saint-Antoine;46;-65;1249
Warfield;49;-118;1250
Northampton;46;-68;1251
Saint-Ours;45;-74;1252
Stephenville Crossing;48;-59;1253
Sainte-Anne-de-la-Pocatiere;47;-70;1254
Ucluelet;48;-126;1255
Saint-Placide;45;-75;1256
Barriere;51;-121;1257
Fisher;51;-98;1258
Nipissing;46;-80;1259
Sainte-Clotilde;45;-74;1260
Shaunavon;49;-109;1261
Wicklow;46;-68;1262
Southesk;46;-67;1263
Nouvelle;48;-67;1264
Rosthern;52;-107;1265
Yamaska;46;-73;1266
Neguac;47;-66;1267
Flat Rock;47;-53;1268
Igloolik;69;-82;1269
Grunthal;49;-97;1270
Naramata;49;-120;1271
Saint-Elie-de-Caxton;46;-73;1272
Blumenort;49;-97;1273
Balmoral;47;-67;1274
Price;48;-69;1275
Rosedale;50;-100;1276
Saint-Jacques-le-Mineur;45;-74;1277
Huron Shores;46;-84;1278
Champlain;46;-73;1279
Whitehead;49;-101;1280
Saint-Antoine-sur-Richelieu;45;-74;1281
Saint-Pacome;47;-70;1282
Saint-Stanislas-de-Kostka;45;-75;1283
Frontenac;45;-71;1284
Stuartburn;49;-97;1285
Yamaska-Est;46;-73;1286
Sainte-Emelie-de-l'Energie;46;-74;1287
Saint-Charles-sur-Richelieu;45;-74;1288
Saint-Joseph-de-Sorel;46;-74;1289
Nipigon;49;-89;1290
Riviere-Blanche;48;-68;1291
Sainte-Helene-de-Bagot;45;-73;1292
Franklin Centre;45;-74;1293
Harbour Breton;47;-56;1294
Massey Drive;48;-58;1295
Mille-Isles;45;-75;1296
Wilton No. 472;53;-110;1297
Lyster;46;-72;1298
Oakview;50;-101;1299
Balgonie;50;-105;1300
Harrison Park;50;-101;1301
Kensington;46;-64;1302
Witless Bay;47;-53;1303
Pond Inlet;72;-78;1304
Royston;49;-125;1305
Sainte-Clotilde-de-Horton;45;-73;1306
Burford;43;-81;1307
Fossambault-sur-le-Lac;46;-72;1308
Saint-Benoit-Labre;46;-71;1309
Coombs;49;-125;1310
Terrace Bay;48;-88;1311
Chapais;49;-75;1312
Saint-Honore-de-Shenley;45;-71;1313
Cleveland;45;-73;1314
Macdonald, Meredith and Aberdeen Additional;46;-85;1315
Messines;46;-77;1316
Saint-Jean-de-Dieu;48;-70;1317
Nakusp;50;-118;1318
Florenceville;46;-68;1319
Saint-Antoine-de-Tilly;46;-72;1320
Lakeview;49;-120;1321
Humbermouth;49;-59;1322
Fort St. James;54;-125;1323
Saint-Francois-de-la-Riviere-du-Sud;46;-71;1324
Saint-Jacques;47;-69;1325
Uashat;50;-67;1326
Perth;46;-68;1327
Eeyou Istchee Baie-James;52;-76;1328
Shellbrook No. 493;53;-107;1329
Shawville;45;-77;1330
Saint-Lucien;45;-73;1331
Lambton;45;-72;1332
Saint-Laurent-de-l'Ile-d'Orleans;46;-72;1333
Saint-Flavien;46;-72;1334
Grenville;45;-75;1335
Chute-aux-Outardes;49;-69;1336
Sainte-Marcelline-de-Kildare;46;-74;1337
Saint-Felix-de-Kingsey;45;-73;1338
Upper Island Cove;47;-54;1339
Glenelg;46;-66;1340
Sainte-Elisabeth;46;-74;1341
Ashcroft;50;-122;1342
Clarkes Beach;47;-54;1343
Saint-Bernard-de-Lacolle;45;-74;1344
Belledune;47;-66;1345
Saint-Guillaume;45;-73;1346
Venise-en-Quebec;45;-74;1347
Maliotenam;50;-67;1348
Ripon;45;-76;1349
Hilliers;49;-125;1350
Saint-Joseph;47;-69;1351
Saint-Paulin;46;-74;1352
Bon Accord;53;-114;1353
Saint David;45;-68;1354
Saint-Albert;46;-73;1355
Matagami;49;-78;1356
Springfield;45;-66;1357
Amherst;46;-75;1358
Notre-Dame-du-Laus;46;-76;1359
St. George;45;-67;1360
Wembley;55;-120;1361
Victoria;49;-99;1362
Springbrook;52;-114;1363
Saint-Tite-des-Caps;47;-71;1364
Hudson Bay;52;-103;1365
Pinawa;50;-96;1366
Brudenell, Lyndoch and Raglan;45;-78;1367
Carlyle;49;-103;1368
Keremeos;49;-120;1369
Val-Joli;45;-72;1370
Gold River;49;-127;1371
Saint-Casimir;46;-73;1372
Bay Bulls;47;-53;1373
Langham;52;-107;1374
Frenchman Butte;53;-110;1375
Gordon;46;-68;1376
Kugluktuk;67;-116;1377
Saint-Malachie;46;-71;1378
Southampton;46;-68;1379
Salluit;62;-76;1380
Pangnirtung;66;-66;1381
Saint-Louis-de-Gonzague;45;-74;1382
Moosonee;51;-81;1383
Englehart;47;-80;1384
Saint-Urbain;47;-71;1385
Tring-Jonction;46;-71;1386
Nauwigewauk;45;-66;1387
Pointe-a-la-Croix;48;-67;1388
Denmark;47;-68;1389
Saint-Joachim;47;-71;1390
Torch River No. 488;53;-105;1391
Saint-Theodore-d'Acton;45;-73;1392
Grindrod;50;-120;1393
L' Isle-Verte;48;-70;1394
Harrison Hot Springs;49;-122;1395
Palmarolle;48;-80;1396
Henryville;45;-74;1397
Sussex Corner;45;-66;1398
Saint-Odilon-de-Cranbourne;46;-71;1399
Pipestone;49;-102;1400
Laurierville;46;-72;1401
La Dore;48;-73;1402
Lac-au-Saumon;48;-68;1403
Wotton;45;-72;1404
Prairie Lakes;49;-100;1405
Elk Point;53;-111;1406
Shellbrook;53;-107;1407
Wemindji;53;-79;1408
Cape Dorset;64;-77;1409
Strong;45;-80;1410
Lappe;48;-90;1411
Riviere-Heva;48;-79;1412
Fort-Coulonge;45;-77;1413
Irishtown-Summerside;48;-58;1414
Godmanchester;45;-75;1415
Macklin;52;-110;1416
Armour;45;-80;1417
Saint-Simon;45;-73;1418
St. Francois Xavier;49;-98;1419
Tingwick;45;-72;1420
Saint-Aubert;47;-71;1421
Saint-Mathieu-du-Parc;46;-73;1422
Wabasca;55;-114;1423
Ragueneau;49;-69;1424
Notre-Dame-du-Bon-Conseil;46;-73;1425
Wasagamack;53;-95;1426
Saint-Ubalde;46;-73;1427
Creighton;54;-102;1428
Fortune;47;-56;1429
Faraday;45;-78;1430
Berthier-sur-Mer;46;-71;1431
Frampton;46;-71;1432
Magnetawan;45;-80;1433
New Carlisle;48;-66;1434
Laird No. 404;52;-107;1435
Petitcodiac;45;-66;1436
Popkum;49;-122;1437
Norton;45;-66;1438
Canwood No. 494;53;-107;1439
Wentworth-Nord;45;-75;1440
Bas Caraquet;47;-65;1441
Sainte-Ursule;46;-74;1442
Dawson;64;-140;1443
Nantes;45;-72;1444
Lac-aux-Sables;46;-73;1445
Stewiacke;45;-64;1446
Taylor;56;-121;1447
Rosser;49;-98;1448
Estevan No. 5;49;-104;1449
Falmouth;44;-65;1450
Vaudreuil-sur-le-Lac;45;-75;1451
Grahamdale;51;-99;1452
Cardwell;45;-66;1453
Two Hills;53;-112;1454
Spiritwood No. 496;53;-108;1455
Legal;53;-114;1456
Amulet;48;-80;1457
Herouxville;46;-73;1458
Pointe-des-Cascades;45;-74;1459
Weldford;46;-66;1460
Reynolds;49;-96;1461
St. Laurent;50;-98;1462
Lions Bay;49;-124;1463
L'Isle-aux-Allumettes;45;-78;1464
Emo;48;-94;1465
Sainte-Brigide-d'Iberville;45;-74;1466
Les Eboulements;47;-71;1467
Dunsmuir;49;-125;1468
Pointe-aux-Outardes;49;-69;1469
Smooth Rock Falls;49;-82;1470
Oxbow;49;-103;1471
Telkwa;54;-128;1472
Gjoa Haven;68;-96;1473
Sainte-Barbe;45;-75;1474
Mayerthorpe;53;-116;1475
Saint-Louis-du-Ha! Ha!;47;-69;1476
Powerview-Pine Falls;50;-97;1477
Baie Verte;49;-57;1478
Saint-Edouard;45;-74;1479
Charlo;48;-67;1480
Hillsborough;45;-65;1481
Bruederheim;53;-113;1482
Burgeo;47;-58;1483
Wadena;51;-104;1484
Richmond;46;-68;1485
Swan Hills;54;-116;1486
Wilkie;52;-109;1487
Saint-Leonard;47;-68;1488
Riviere-Bleue;47;-70;1489
Noyan;45;-74;1490
Ile-a-la-Crosse;55;-108;1491
Landmark;49;-97;1492
Saint-Hugues;45;-73;1493
Chisholm;46;-80;1494
Sainte-Anne-du-Sault;46;-73;1495
La Conception;46;-75;1496
Saint-Valere;46;-73;1497
Sorrento;50;-120;1498
Lameque;47;-65;1499
Thessalon;46;-84;1500
L'Isle-aux-Coudres;47;-71;1501
Nobleford;49;-114;1502
Larouche;48;-72;1503
South Qu'Appelle No. 157;50;-105;1504
Elton;49;-100;1505
Lorrainville;47;-80;1506
Conestogo;43;-81;1507
Upham;45;-66;1508
St.-Charles;46;-81;1509
Sainte-Lucie-des-Laurentides;46;-75;1510
Saint-Alexis;45;-74;1511
Gillam;56;-95;1512
Roxton Falls;45;-73;1513
Montcalm;49;-98;1514
Clarendon;45;-77;1515
Mervin No. 499;53;-109;1516
Saint-Ludger;45;-71;1517
Coldwell;50;-99;1518
Saint-Arsene;47;-70;1519
Racine;45;-73;1520
Saint-Majorique-de-Grantham;45;-73;1521
Saint-Zenon;46;-74;1522
Saint-Armand;45;-74;1523
Saint-Edouard-de-Lotbiniere;46;-72;1524
Alonsa;50;-100;1525
Listuguj;48;-67;1526
Bowden;51;-115;1527
St. Joseph;46;-84;1528
Osler;52;-107;1529
Saint-Hubert-de-Riviere-du-Loup;47;-70;1530
Saint-Jude;45;-73;1531
Dildo;47;-54;1532
La Minerve;46;-75;1533
Lanigan;51;-106;1534
Lajord No. 128;50;-105;1535
Moonbeam;49;-83;1536
Notre-Dame-des-Pins;46;-71;1537
Saint-Alban;46;-73;1538
Saint-Pierre-les-Becquets;46;-73;1539
Arborg;50;-98;1540
Vauxhall;50;-113;1541
Bayfield;43;-82;1542
Beaver River;54;-110;1543
Irricana;51;-114;1544
Labrecque;48;-72;1545
New Bandon;47;-66;1546
Wemotaci;47;-74;1547
Sainte-Henedine;46;-71;1548
L'Anse-Saint-Jean;48;-71;1549
Bassano;50;-113;1550
Parrsboro;45;-65;1551
Kaleden;49;-120;1552
St. George's;48;-59;1553
Fort Simpson;61;-122;1554
Akwesasne;45;-75;1555
L'Avenir;45;-73;1556
Ignace;49;-92;1557
Claremont;43;-80;1558
Teulon;50;-98;1559
Peel;46;-68;1560
Musquash;45;-67;1561
Notre-Dame-du-Portage;47;-70;1562
St. Lawrence;46;-56;1563
Oxford;45;-64;1564
Minto-Odanah;50;-100;1565
St. Alban's;47;-56;1566
Saint James;45;-68;1567
Saint-Norbert-d'Arthabaska;46;-72;1568
Manning;56;-118;1569
Glenella-Lansdowne;50;-100;1570
Saint-Hilarion;47;-71;1571
Saint-Simeon;48;-66;1572
Saint-Barnabe;46;-73;1573
Sainte-Felicite;48;-68;1574
Two Borders;49;-102;1575
Queensbury;45;-68;1576
Bury;45;-72;1577
Lac-Bouchette;48;-73;1578
Saint-Lazare-de-Bellechasse;46;-71;1579
Saint-Michel-du-Squatec;47;-69;1580
Saint-Joachim-de-Shefford;45;-73;1581
St-Pierre-Jolys;49;-97;1582
Grand-Remous;46;-76;1583
Saint-Gabriel-de-Rimouski;48;-69;1584
Armstrong;47;-80;1585
Rogersville;46;-66;1586
Langenburg;50;-102;1587
Sainte-Marie-Salome;45;-74;1588
Moose Jaw No. 161;50;-106;1589
Saint-Cyprien;47;-70;1590
Maidstone;53;-110;1591
Tres-Saint-Sacrement;45;-74;1592
Battle River No. 438;52;-109;1593
Miltonvale Park;46;-64;1594
McAdam;45;-68;1595
Saints-Anges;46;-71;1596
Saint-Urbain-Premier;45;-74;1597
Centreville-Wareham-Trinity;48;-54;1598
Alberton;46;-65;1599
Winnipeg Beach;50;-97;1600
Sainte-Agathe-de-Lotbiniere;46;-72;1601
Salmo;49;-118;1602
Kipling;50;-103;1603
Sagamok;46;-83;1604
Trecesson;48;-79;1605
Tara;44;-82;1606
Grande-Vallee;49;-66;1607
Bertrand;47;-66;1608
Newcastle;47;-66;1609
Mont-Carmel;47;-70;1610
Saint Martins;45;-66;1611
Saint-Eugene;45;-73;1612
Notre-Dame-des-Neiges;48;-70;1613
Saint-Andre;47;-68;1614
Centreville;45;-65;1615
Roland;49;-98;1616
Saint-Leon-de-Standon;46;-71;1617
Saint-Modeste;47;-70;1618
Carnduff;49;-102;1619
Carling;45;-81;1620
Eckville;52;-115;1621
Nain;56;-62;1622
Hillsburgh;43;-81;1623
Foam Lake;51;-104;1624
Sainte-Sabine;45;-74;1625
Saint-Maxime-du-Mont-Louis;49;-66;1626
Blanc-Sablon;51;-58;1627
Cobalt;47;-80;1628
Gravelbourg;49;-107;1629
South River;45;-80;1630
Hudson Bay No. 394;53;-103;1631
McKellar;45;-80;1632
Frelighsburg;45;-73;1633
Buffalo Narrows;55;-109;1634
Ayer's Cliff;45;-73;1635
Les Mechins;49;-67;1636
Sainte-Marguerite;46;-71;1637
Saint-Claude;45;-72;1638
Air Ronge;55;-106;1639
Chipman;46;-66;1640
Girardville;49;-73;1641
Saint-Bruno-de-Guigues;47;-80;1642
Grenfell;50;-103;1643
Dorchester;45;-65;1644
South Algonquin;45;-79;1645
Windermere;50;-116;1646
Saint-Narcisse-de-Beaurivage;46;-72;1647
Saint-Rene-de-Matane;48;-68;1648
Sainte-Jeanne-d'Arc;48;-73;1649
Plaisance;45;-76;1650
Roxton-Sud;45;-73;1651
St. Louis No. 431;52;-106;1652
Youbou;48;-125;1653
Duchess;50;-112;1654
Saint-Frederic;46;-71;1655
Viking;53;-112;1656
Sioux Narrows-Nestor Falls;49;-95;1657
Whitecourt;54;-116;1658
Repulse Bay;66;-87;1659
Montreal-Est;45;-74;1660
King;44;-80;1661
Regina Beach;50;-105;1662
Saint-Patrice-de-Beaurivage;46;-72;1663
Ootischenia;49;-118;1664
Hensall;43;-82;1665
Bentley;52;-115;1666
Durham;47;-67;1667
Sainte-Marthe;45;-75;1668
Notre-Dame-du-Nord;47;-80;1669
Pinehouse;55;-107;1670
Saint-Aime-des-Lacs;47;-71;1671
Lac-Drolet;45;-71;1672
Preeceville;51;-103;1673
Maple Creek No. 111;49;-110;1674
Harbour Main-Chapel's Cove-Lakeview;47;-54;1675
Saint-Wenceslas;46;-73;1676
Weyburn No. 67;49;-104;1677
Birch Hills;52;-106;1678
Wedgeport;43;-66;1679
Kerrobert;51;-110;1680
Havelock;45;-66;1681
Eston;51;-109;1682
Sainte-Genevieve-de-Batiscan;46;-73;1683
Saint-Justin;46;-74;1684
Saint-Norbert;46;-74;1685
Schreiber;48;-88;1686
Trochu;51;-114;1687
Botsford;46;-64;1688
Riviere-Ouelle;47;-71;1689
Greenwich;45;-67;1690
Stukely-Sud;45;-73;1691
Saint-Georges-de-Clarenceville;45;-74;1692
Sainte-Therese-de-Gaspe;48;-65;1693
Beachburg;45;-77;1694
Desbiens;48;-72;1695
Clyde River;70;-69;1696
La Macaza;46;-75;1697
Souris;46;-63;1698
Kindersley No. 290;51;-110;1699
Laird;46;-85;1700
Falher;55;-118;1701
Saint-Vallier;46;-71;1702
Coleraine;45;-72;1703
Melita;49;-101;1704
Noonan;45;-67;1705
Sainte-Petronille;46;-72;1706
Delisle;51;-108;1707
Bristol;45;-77;1708
Mahone Bay;44;-65;1709
Waldheim;52;-107;1710
Saint-Sylvestre;46;-72;1711
Taloyoak;69;-94;1712
Onoway;53;-115;1713
Saint-Stanislas;46;-73;1714
Malpeque;46;-64;1715
Plantagenet;45;-75;1716
Longue-Rive;48;-70;1717
Argyle;49;-100;1718
Davidson;51;-106;1719
Plaster Rock;46;-68;1720
Wilmot;46;-68;1721
Valemount;52;-120;1722
Saint-Leonard-de-Portneuf;46;-72;1723
Alberta Beach;53;-115;1724
Saint-Narcisse-de-Rimouski;48;-69;1725
Saint-Bonaventure;45;-73;1726
Longlaketon No. 219;50;-105;1727
Papineau-Cameron;46;-79;1728
Assiginack;45;-82;1729
Brebeuf;46;-75;1730
Hudson Hope;56;-122;1731
Prince;46;-85;1732
Baie-du-Febvre;46;-73;1733
Durham-Sud;45;-73;1734
Melbourne;45;-73;1735
Nipawin No. 487;53;-105;1736
Duck Lake No. 463;52;-107;1737
Oyen;51;-111;1738
